name,address,city,state,postal_code
Teavana,"2502 E Camelback Rd",Phoenix,AZ,85016
Salsitas,"6538 W Thomas Rd",Phoenix,AZ,85033
"The Habit Burger Grill","530 W McDowell Rd",Phoenix,AZ,85003
"ACR Elotes","2312 N16th St",Phoenix,AZ,85006
"Mi Pueblo Mexican Food","710 E Union Hills Dr, Ste 16-A",Phoenix,AZ,85024
"Mamma Toledo's The Pie Hole","15414 N 7th St, Ste 6",Phoenix,AZ,85022
"Boomer's Sweet Home Chicago","2755 N 91st Ave, Ste 150",Phoenix,AZ,85037
"Boston Market","5101 N Central Ave",Phoenix,AZ,85012
"China Harvest Buffet","12407 N 28th Dr",Phoenix,AZ,85029
"Paradise Juice","10805 N Tatum Blvd, Ste B1",Phoenix,AZ,85028
"Lennys Burger","2737 W Indian School Rd",Phoenix,AZ,85017
"Surf City Tanning","245 E Bell Rd, Ste 56",Phoenix,AZ,85022
"Streets of New York","1985 W Happy Valley Rd",Phoenix,AZ,85310
"Euro Bakery","15440 N 35th Ave",Phoenix,AZ,85033
"Elegant Gifts",,Phoenix,AZ,85083
"Pei Wei","10450 North 28th Dr",Phoenix,AZ,85051
"Best Wok Buffet","5030 W McDowell Rd, Ste 50",Phoenix,AZ,85035
"Cyprus Grill of Phoenix","4747 N 20th St",Phoenix,AZ,85016
Unwined,"1334 E Chandler Blvd, Ste 11",Phoenix,AZ,85048
"Las 15 Salsas","722 W Hatcher Rd",Phoenix,AZ,85021
"Double Headers","401 E Jefferson St",Phoenix,AZ,85004
"Burger Studio","9822 N 7th St, Ste 8",Phoenix,AZ,85020
"Mr. Cooks Chinese Cuisine","3208 E Cactus Rd",Phoenix,AZ,85032
"Paradise Valley Pizza Company","4001 East Bell Rd",Phoenix,AZ,85032
"Streets of New York","39508 North Daisy Mountain Dr, Ste 158",Phoenix,AZ,85086
"Papa John's Pizza","5602 S Central Ave",Phoenix,AZ,85040
"BJ's Restaurant & Brewhouse","21001 North Tatum Blvd.",Phoenix,AZ,85050
"The Newton","300 W Camelback Rd",Phoenix,AZ,85013
"Jack-In-the Box Drive Thru","7850 N 35th Ave",Phoenix,AZ,85051
"Linda's On Osborn","2333 E Osborn Rd",Phoenix,AZ,85016
"Tacos Chiwas","1923 E Mcdowell Rd",Phoenix,AZ,85006
"Sushi Station","1575 E Camelback Rd",Phoenix,AZ,85014
Julioberto's,"2435 E Bell Rd",Phoenix,AZ,85032
"La Pasadita Hot Dogs","4611 W Indian School Rd",Phoenix,AZ,85031
"SteakenBurger / Long Wongs Wings","1961 W Dunlap Ave",Phoenix,AZ,85021
"Charleys Philly Steaks","3013 W Agua Fria Fwy, Ste 3",Phoenix,AZ,85027
Wingstop,"4041 E Thomas Rd",Phoenix,AZ,85018
"Culinary Dropout","5632 N 7th St",Phoenix,AZ,85014
"Pizza Hut","2436 E Bell Rd",Phoenix,AZ,85032
"Walmart Supercenter","4617 E Bell Rd",Phoenix,AZ,85032
"Naked Pizza","25155 N 67th Ave",Phoenix,AZ,85083
"Roliberto's Mexican Food","Cave Creek",Phoenix,AZ,85027
"HoneyBaked Ham","4635 E Cactus Rd",Phoenix,AZ,85032
Wendy's,"3025 W Peoria Ave",Phoenix,AZ,85029
"Don Guido's Chicago Style Hot Dogs","8911 N Central Avenue",Phoenix,AZ,85073
"Circle K","620 E Carefree Hwy",Phoenix,AZ,85085
"Akaihana Sushi & Grill","8041 N Black Canyon Hwy, Ste 112",Phoenix,AZ,85021
"United Lunchadores Street Gourmet","3131 E Camelback Rd",Phoenix,AZ,85016
"Little Peking","10608 N 32nd St",Phoenix,AZ,85028
"Pho Bang Restaurant","1702 W Camelback Rd, Ste 14",Phoenix,AZ,85015
Starbucks,"2824 N 44th St",Phoenix,AZ,85008
"DeSoto Central Market","915 N Central Ave",Phoenix,AZ,85004
"Villa Italian Kitchen","Premium Outlets Way",Phoenix,AZ,85048
Subway,"625 W Deer Valley Rd, Ste 107",Phoenix,AZ,85027
"Zoyo Neighborhood Yogurt","2415 E Baseline Rd",Phoenix,AZ,85042
"CRUjiente TACOS","3961 E Camelback Rd",Phoenix,AZ,85018
"Tropical Smoothie Cafe","1640 E Camelback Rd, Ste 150",Phoenix,AZ,85016
Blimpie,"1024 E Buckeye Rd",Phoenix,AZ,85034
Subway,"1950 W Indian School Rd, Ste 3",Phoenix,AZ,85015
"Mashawi Lebanese Grill","814 E Union Hills Dr, Ste C-6",Phoenix,AZ,85024
"Karsh's Bakery","5539 N 7th St",Phoenix,AZ,85014
Arrivederci,"4221 E Chandler Blvd, Ste 102",Phoenix,AZ,85048
"Cracker Barrel Old Country Store","21611 N 26th Ave",Phoenix,AZ,85027
"Five Guys Burgers and Fries","2131 E Camelback Rd, Ste 111",Phoenix,AZ,85016
"The Chill Frozen Yogurt","5810 N 16th St",Phoenix,AZ,85016
"Sardella's Pizza & Wings","3143 E Greenway Rd",Phoenix,AZ,85032
"Papa John's","4645 E Broadway Rd, Ste 105",Phoenix,AZ,85040
McDonald's,"3140 W Carefree Hwy",Phoenix,AZ,85086
"Pita Bistro","3110 N Central Ave",Phoenix,AZ,85012
"24th Street Pizza & Gyros","3405 N 24th St",Phoenix,AZ,85016
"Baby Kay's Cajun Kitchen","2119 E Camelback Rd",Phoenix,AZ,85016
"Yogi's Bistro","149 E Adams St",Phoenix,AZ,85001
"Little Caesars Pizza","4145 N 83rd Ave",Phoenix,AZ,85033
"Stackers Restaurant","2855 W Cactus Rd",Phoenix,AZ,85029
noca,"3118 E Camelback Rd",Phoenix,AZ,85016
"Costco Food Court","19001 N 27th Ave",Phoenix,AZ,85027
"Grind House Coffee","1028 Grand Ave, Ste 6",Phoenix,AZ,85007
"Ammaccapane's Restaurant & Sports Bar","13470 N 7th St",Phoenix,AZ,85022
"The Urban Farm",,Phoenix,AZ,85064
"Northern Perks Doughnuts & Coffee","1255 E Northern Ave",Phoenix,AZ,85020
"Eliana's Restaurant","1627 N 24th St",Phoenix,AZ,85008
"Fat Daddy's Down Home Kitchen","3220 East Baseline Rd",Phoenix,AZ,85042
"Los Compadres Mexican Food","4414 N 7th Ave",Phoenix,AZ,85013
"Deluxburger Express","3588-3964 E Sky Harbor Blvd",Phoenix,AZ,85034
"Jack in the Box","4343 E Camelback Rd",Phoenix,AZ,85018
"Dirty Drummer","2303 N 44th St, Ste 8",Phoenix,AZ,85008
"Yin's Chinese Resturant","1950 W Indian School Rd",Phoenix,AZ,85015
"La Reyna Bakery","3519 W McDowell Rd",Phoenix,AZ,85009
KFC,"1843 West Union Hills Dr.",Phoenix,AZ,85027
"Barbeques Galore","21001 N Tatum Blvd, Ste 10",Phoenix,AZ,85050
"Sushi Q","8841 N 19th Ave",Phoenix,AZ,85021
"Tocasierra Spa and Fitness","7677 N 16th St",Phoenix,AZ,85020
"Aros Grill","1606 E Bell Rd",Phoenix,AZ,85022
"Sahara Sweet","8032 N 27th Ave",Phoenix,AZ,85051
"Armando's Mexican Food","3955 E Thomas Rd",Phoenix,AZ,85018
"Poké Catcher","49 W Thomas Rd",Phoenix,AZ,85013
"Echo Sushi","3134 W Carefree Hwy, Ste 8",Phoenix,AZ,85086
"El Bronco Market","6305 W McDowell Rd",Phoenix,AZ,85035
"Restaurante Y Pupuseria Los 3 Hermanos","4426 N 19th Ave",Phoenix,AZ,85015
"Le Ragazze","1334 E Chandler Ave, Ste 11",Phoenix,AZ,85048
"Zabari Mediterranean Grill","3831 E Thunderbird Rd, Ste 3",Phoenix,AZ,85032
"The DawgFather Grill","4727 N Central Ave",Phoenix,AZ,85012
"Joyride Taco House","5202 N Central Ave",Phoenix,AZ,85012
"China Super Buffet","8801 N 7th St",Phoenix,AZ,85020
Walgreens,"4006 E Bell Rd",Phoenix,AZ,85032
Subway,"4450 E Mcdowell Rd, Ste 115",Phoenix,AZ,85008
"Texas BBQ House","5037 S 24th St",Phoenix,AZ,85040
"Epic Hot Dogs",,Phoenix,AZ,85003
"The Wok Express","4835 E Greenway Rd",Phoenix,AZ,85034
"Wild Thaiger","2631 N Central Ave",Phoenix,AZ,85004
FEZ,"105 W Portland St",Phoenix,AZ,85003
"Waffle House","5030 W McDowell Rd",Phoenix,AZ,85035
Denny's,"3205 E Bell Rd",Phoenix,AZ,85032
"Menuderia Guanajuato","2709 E McDowell Rd",Phoenix,AZ,85008
"Arizona Club","201 N Central Ave",Phoenix,AZ,85004
"Jack in the Box","8951 N 19th Ave",Phoenix,AZ,85021
"Louisiana Fried Chicken","3923 E Thomas Rd, Ste B2",Phoenix,AZ,85018
"Rita's Mexican Food","1402 N 35th Ave",Phoenix,AZ,85009
Hanny's,"40 N 1st St",Phoenix,AZ,85004
"Daddy O's Grill","4163 W Thunderbird",Phoenix,AZ,85029
"The Pizza Buffet","3208 E Bell Rd",Phoenix,AZ,85032
"Mamma Mia","806 E Indian School Rd",Phoenix,AZ,85014
Walgreens,"4134 N 44th St",Phoenix,AZ,85018
"Breakfast Club- CityScape","2 E Jefferson St",Phoenix,AZ,85004
"Red Wok Buffet","3434 E Thomas Rd",Phoenix,AZ,85018
"Market On The Move","2825 W Rose Canyon Cir",Phoenix,AZ,85086
"Jade Fine Chinese Dining","34455 N 27 Dr, Ste D 160-162",Phoenix,AZ,85085
"La Piazza PHX","1 N 1st St, Ste 103",Phoenix,AZ,85004
Pok-U,"1024 E Buckeye Rd",Phoenix,AZ,85034
"La Madeleine Country French Cafe","3800 E Sky Harbor Blvd",Phoenix,AZ,85034
"Hoppin' Jack's","5402 East Lincoln Dr",Phoenix,AZ,85034
Tomaso's,"3225 E Camelback Rd",Phoenix,AZ,85018
"Burger King","17015 N 7th St",Phoenix,AZ,85022
"Grateful Spoon Gelato","4410 N 40th St, Ste 5",Phoenix,AZ,85018
"Cave Creek Chevron","15827 N Cave Creek Rd",Phoenix,AZ,85032
"Marie Callender's Restaurants & Bakeries","4573 E Cactus Road",Phoenix,AZ,85032
"Pita Pit","4910 East Ray Rd, Store G-9",Phoenix,AZ,85044
"Buck & Rider","4225 E Camelback Rd",Phoenix,AZ,85018
"Copper Star Coffee","4220 N 7th Ave",Phoenix,AZ,85013
7-Eleven,"19848 N 27th Ave",Phoenix,AZ,85027
"Sugar Jam Cookies","21043 N Cave Creek Rd, Ste A-6",Phoenix,AZ,85024
Radish,"915 N Central Ave",Phoenix,AZ,85004
"Imperial Garden Chinese Buffett","1575 E Camelback Rd",Phoenix,AZ,85014
"HEK Yeah BBQ","15044 N Cave Creek Rd, Ste 6",Phoenix,AZ,85032
"Kyoto Bowl","702 W Camelback Rd, Ste 1",Phoenix,AZ,85013
Lola,"800 E Camelback Rd",Phoenix,AZ,85014
Shell,"13250 N 7th St",Phoenix,AZ,85022
Smeeks,"2502 E Camelback Rd",Phoenix,AZ,85016
"Fuel to Fit","1620 S 16th St",Phoenix,AZ,85034
"Zest of India","3202 E Greenway Rd, Ste 1617",Phoenix,AZ,85032
Subway,"6150 S 35th Ave",Phoenix,AZ,85041
Nixon's,"2501 E Camelback Rd",Phoenix,AZ,85016
"Tortas Paquime","4344 W Indian School Rd",Phoenix,AZ,85031
"Paradise Bakery","4550 E Cactus Rd",Phoenix,AZ,85032
PikFly,"2702 N 3rd St, Ste 3015",Phoenix,AZ,85004
"Kim's Chinese Kitchen","3015 E Thomas Rd, Ste 7",Phoenix,AZ,85016
"Fired Pie","2170 E Baseline Rd, Ste 134",Phoenix,AZ,85042
Filiberto's,"1727 W Glendale Ave",Phoenix,AZ,85021
"Okra Cookhouse & Cocktails","5813 N 7th St",Phoenix,AZ,85014
"Chen Wok Express","8115 N 19th Ave",Phoenix,AZ,85021
"Water & Ice Cream","802 W. Osborn Rd.",Phoenix,AZ,85013
"Mejico Cocina Mejicana","2333 E Osborn Rd",Phoenix,AZ,85016
"Green Goddess House of Herbs","4232 N 7th Ave",Phoenix,AZ,85013
"Safeway Food & Drug","13440 N 7th St",Phoenix,AZ,85022
"Happy Food","6701 W Thomas Rd",Phoenix,AZ,85033
"Brigett's Last Laugh","17222 N Cave Creek Rd",Phoenix,AZ,85032
"City Cafe","411 N Central Ave",Phoenix,AZ,85004
"Caffe Daniel","3115 E Lincoln Dr",Phoenix,AZ,85016
"Chicago Gyros","717 W Union Hills Dr, Ste 1",Phoenix,AZ,85027
"Romano's Macaroni Grill","21001 N. Tatum Blvd.",Phoenix,AZ,85050
"Hong Kong Kitchen","510 E Baseline Rd, Ste D3",Phoenix,AZ,85042
Subway,"2316 W Bethany Home Rd, Ste 113",Phoenix,AZ,85015
"Jack in the Box","2645 W Carefree Hwy",Phoenix,AZ,85085
"Tacos Mexico","2333 N 16th St",Phoenix,AZ,85006
"Ralph's Snack Bar","4501 W Van Buren St",Phoenix,AZ,85043
"White Cup Coffee","3933 E Indian School Rd",Phoenix,AZ,85018
"Helio Basin Brewing","3935 E Thomas Rd",Phoenix,AZ,85018
"The Dressing Room","220 E Roosevelt St",Phoenix,AZ,85004
"Corner Bakery Cafe","454 N 3rd St, Ste 1065",Phoenix,AZ,85004
"Nothing Bundt Cakes","4722 E Ray Rd, Ste 14",Phoenix,AZ,85044
"Casa Anejo","5600 N 7th St, Ste 100",Phoenix,AZ,85014
"Los Armandos","4732 E Thomas Rd",Phoenix,AZ,85018
"Wildflower Bread Company","3800 E Sky Harbor Blvd",Phoenix,AZ,85034
"Keva Juice","21001 N Tatum Blvd, Ste 1630",Phoenix,AZ,85050
"JT's Bar & Grill","4829 E Indian School Rd",Phoenix,AZ,85018
"Noble Eatery","4525 N 24th St",Phoenix,AZ,85016
"Jimmy John's","10045 W Camelback Rd, Ste 100",Phoenix,AZ,85037
"The Baker's Daughter",,Phoenix,AZ,85053
"Taylor Place Cafeteria","120 E Taylor St, Fl 1",Phoenix,AZ,85004
"Old Heidelberg German Bakery","2210 E Indian School Rd",Phoenix,AZ,85016
Winestyles,"10625 N Tatum Blvd, Ste D142",Phoenix,AZ,85028
"Twisted Cultures Yogurt Bar","3134 W Carefree Hwy",Phoenix,AZ,85086
"Macayo's Mexican Table","7829 W Thomas Rd",Phoenix,AZ,85033
"Tacos Maricos Sinaloa","2802 W McDowell Rd",Phoenix,AZ,85009
"Babaloos Cuban Cafe","1241 E Chandler Blvd",Phoenix,AZ,85048
McDonald's,"3202 E Greenway Rd",Phoenix,AZ,85032
"Shamrock Foods","2540 N 29th Ave",Phoenix,AZ,85003
"Taco Bell","2601 North 44th Street",Phoenix,AZ,85008
"12th Fairway Bar & Grill","4000 E Sky Harbor Blvd",Phoenix,AZ,85034
"Wrights at The Arizona Biltmore","2400 E Missouri Ave",Phoenix,AZ,85016
"Los Dos Molinos","1044 E Camelback",Phoenix,AZ,85014
"The Local","1011 N 3rd St",Phoenix,AZ,85004
"Bikini Beans Espresso","2330 N 7th St",Phoenix,AZ,85006
"Sergio El Pollo Feliz","6241 S 7th St",Phoenix,AZ,85042
"Cafe Zupas","1935 E Camelback Rd",Phoenix,AZ,85016
"Taco Bell","4035 N 7th Ave",Phoenix,AZ,85013
Schlotzsky's,"4445 East Thomas Rd",Phoenix,AZ,85018
"Sauce Pizza and Wine","742 E Glendale Ave",Phoenix,AZ,85020
"Which Wich","10810 N Tatum Blvd, Ste148",Phoenix,AZ,85028
"Virginia Market","702 E Virginia Ave",Phoenix,AZ,85006
"Bacchanal Ristorante","3015 E Thomas Rd",Phoenix,AZ,85016
Subway,"1945 W Dunlap Ave, Ste 7",Phoenix,AZ,85021
"Paradise Bakery","10625 N Tatum Blvd",Phoenix,AZ,85028
Macayo's,"401 E Jefferson St",Phoenix,AZ,85004
Yogurtlicious,"3134 W Carefree Hwy, Ste A8",Phoenix,AZ,85073
"Tea Light Cafe","7000 E Mayo Blvd, Ste 1084",Phoenix,AZ,85054
"Grandpa's Pizza","7333 W Thomas Rd",Phoenix,AZ,85033
Liyuen,"1602 S 7th Ave",Phoenix,AZ,85007
"Aloha Poki Company","15425 S 48th St, Ste 116",Phoenix,AZ,85044
"Olive Garden Italian Restaurant","2710 W North Ln",Phoenix,AZ,85021
"Peter Wong Chinese Restaurant","1534 W Camelback Rd",Phoenix,AZ,85015
"Grate Roots",,Phoenix,AZ,
"Papa Murphy's","3230 E Union Hills Phoenix",Phoenix,AZ,85050
"The Blue Moon","2911 E Van Buren St",Phoenix,AZ,85008
GreenMix,"2160 E Baseline Rd, Ste 128",Phoenix,AZ,85042
"The Mix Up Bar","5200 E Camelback Rd",Phoenix,AZ,85018
"Del Taco","15229 N 35th Ave",Phoenix,AZ,85053
"Paz Cantina Food Truck",,Phoenix,AZ,85004
"Tortas El Manantial","5950 W McDowell Rd, Ste 101",Phoenix,AZ,85035
"Kyoto Bowl","2910 N 32nd St, Ste 160",Phoenix,AZ,85018
"Dragonfly Tea Company","5812 N 16th St",Phoenix,AZ,85016
"Hikari Uni Sushi","6544 W Thomas Rd, Ste 28",Phoenix,AZ,85033
"Del Taco","4101 N 67th Ave",Phoenix,AZ,85033
"La Salsita's Mexican Food","2345 E Van Buren St",Phoenix,AZ,85006
"Burger King","620 E Carefree Hwy",Phoenix,AZ,85085
"Sakura Sushi & Steakhouse","7000 E Mayo Blvd, Ste 1090",Phoenix,AZ,85054
"Jack in the Box","2520 W Glendale Ave",Phoenix,AZ,85051
Sticklers,"30 N 3rd Ave",Phoenix,AZ,85003
"Pita Jungle","4340 E Indian School Rd",Phoenix,AZ,85018
"Blue Devil Hood Cleaning",,Phoenix,AZ,85201
"Jimmy John's","3317 E Bell Rd",Phoenix,AZ,85032
McDonalds,"3501 W Bethany Home Rd",Phoenix,AZ,85019
"Pizza Hut","1520 N 43rd Ave",Phoenix,AZ,85009
"Streets of New York","7810 N 12th St",Phoenix,AZ,85020
"Dunkin' Donuts","2131 E Camelback Rd, Ste 100",Phoenix,AZ,85016
